RAD_Results_from_Floragenex,Batch,PLATE_no,Row_no,Inst.,Extraction_Tube_no,Species,Collector_no,Wild_Garden_Collected,Original_Source_Information,Vouchers,MOR_Herbarium_Accession_Number,Notes,Voucher_Image,Photo_1,Photo_2,City,County,State_Province,Country,Lat,Long,Georeference_Source,Cronn_CP,AFLP,Section,Floragenex Library Name,SEQUENCED ON,SEQUENCING DETAILS
sent,10,12,D7,MOR,OAK-MOR-412,Quercus grisea,AZ-CH-14,,Arizona 2012 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,E7,MOR,OAK-MOR-118,Quercus rugosa,AZ-HU-18,,Arizona 2012 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,F7,MOR,OAK-MOR-120,Quercus oblongifolia,AZ-HU-20,,Arizona 2012 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,G7,MOR,OAK-MOR-001210,Quercus pringlei,2017159,,A.Hipp Mexico 2017 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,H7,MOR,OAK-MOR-001211,Quercus striatula,2017160,,A.Hipp Mexico 2017 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,A8,MOR,OAK-MOR-001212,Quercus striatula,2017161,,A.Hipp Mexico 2017 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,B8,MOR,OAK-MOR-001213,Quercus striatula,2017162,,A.Hipp Mexico 2017 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,C8,MOR,OAK-MOR-001214,Quercus striatula,2017163,,A.Hipp Mexico 2017 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,D8,Bachtell,OAK-MOR-001215,Quercus macrocarpa x gambelii ?,,,waiting on source info from Kris,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,E8,Marco,OAK-MOR-001218,Quercus pubescens,TUS13-005,,Marco,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,F8,Marco,OAK-MOR-001219,Quercus coccifera,TUS13-015,,Marco,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,G8,JCB,OAK-UMN-059,Quercus rugosa,MXQ128,,,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,H8,JCB,OAK-UMN-361,Quercus cortesii,HNUY16 (1),,,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,A9,JCB,OAK-UMN-363,Quercus cortesii,HNUY18 (2),,,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,B9,MOR,OAK-MOR-1224,Quercus depressipes,2017137,,A.Hipp Mexico 2017 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,C9,MOR,OAK-MOR-1227,Quercus rugosa,AZ-CH-04,,Arizona 2012 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,D9,MOR,OAK-MOR-1228,Quercus emoryi,AZ-CH05,,Arizona 2012 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,E9,MOR,OAK-MOR-1229,Quercus arizonica,CA-DAV-MH60,,UC davis collection 2012,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,F9,Krautmann,OAK-MOR-1230,Quercus sp. ,sn,,"Mark Krautmann, Heritage Seedlings",,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,G9,MOR,CAREX-MOR-3588,Carex chiracachua,Hipp 2163A,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,H9,MOR,CAREX-MOR-3590,Carex egglestonii,Hipp 1779,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,A10,MOR,CAREX-MOR-3592,Carex haydeniana,Hipp 2246b,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,B10,MOR,CAREX-MOR-3593,Carex microptera,Hipp 1595,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,C10,MOR,CAREX-MOR-3595,Carex microptera,Hipp 2348a,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,D10,MOR,CAREX-MOR-3596,Carex microptera,Hipp 2240,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,E10,MOR,CAREX-MOR-3597,Carex microptera,Hipp 1755,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,F10,MOR,CAREX-MOR-3606,Carex stenoptila,Hipp 1848,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,G10,MOR,CAREX-MOR-3608,Carex microptera,Hipp 1682a,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,H10,MOR,CAREX-MOR-3609,Carex microptera,Hipp 2088,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,A11,MOR,CAREX-MOR-3610,Carex arapahoensis,Hipp 1677,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,B11,MOR,CAREX-MOR-3611,Carex arapahoensis,Hipp 2261,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,C11,MOR,CAREX-MOR-3612,Carex ebenea,Hipp 2241,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,D11,MOR,CAREX-MOR-3613,Carex haydeniana,Hipp 1765,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,E11,MOR,CAREX-MOR-3614,Carex microptera,Hipp 1882,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,F11,MOR,CAREX-MOR-3618,Carex microptera,Hipp 2133,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,G11,MOR,OAK-MOR-1234,Quercus scytophylla,2017111,,A.Hipp Mexico 2017 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,H11,MOR,OAK-MOR-1235,Quercus grisea,AZ-CH-08,,Arizona 2012 collection,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,A12,MOR,CAREX-MOR-3598_3615,Carex microptera,Hipp  876,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,B12,MOR,CAREX-MOR-3599_3616,Carex microptera,Hipp 2268B,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,C12,MOR,CAREX-MOR-2864,Carex pinaleno,Licher 4050,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,D12,MOR,CAREX-MOR-3603_3620,Carex pinaleno,Hipp 2139E,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,E12,MOR,CAREX-MOR-3604_3621,Carex pinaleno,Hipp 2143J,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,F12,MOR,CAREX-MOR-3607_3622,Carex wootonii,Hipp 2134,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
sent,10,12,G12,MOR,CAREX-MOR-3602,Carex microptera,Hipp 1840,,Arizona CAREX,,,,,,,,,,,,,,,,,C756,HiSeq 4000,
xxxxxxxxxxxxxxxxxxxx,10,12,H12,XXXXXXXXXXXXXXXXXXXXXXXXXXXLEAVE BLANK FOR FLORAGENEX QUALITY CONTROLXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A1,MOR-IMLS2019,SYST-MOR-0006001,Malus angustifolia,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B1,MOR-IMLS2019,SYST-MOR-0006002,Malus armeniacaefolia,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C1,MOR-IMLS2019,SYST-MOR-0006003,Malus asiatica,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D1,MOR-IMLS2019,SYST-MOR-0006004,Malus baccata,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E1,MOR-IMLS2019,SYST-MOR-0006005,Malus mandshurica,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F1,MOR-IMLS2019,SYST-MOR-0006006,Malus brevipes,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G1,MOR-IMLS2019,SYST-MOR-0006007,Malus coronaria,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H1,MOR-IMLS2019,SYST-MOR-0006008,Malus domestica 'McIntosh',,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A2,MOR-IMLS2019,SYST-MOR-0006009,Malus flexilis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B2,MOR-IMLS2019,SYST-MOR-0006010,Malus florentina,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C2,MOR-IMLS2019,SYST-MOR-0006011,Malus floribunda ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D2,MOR-IMLS2019,SYST-MOR-0006012,Malus fusca ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E2,MOR-IMLS2019,SYST-MOR-0006013,Malus halliana ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F2,MOR-IMLS2019,SYST-MOR-0006014,Malus hupehensis ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G2,MOR-IMLS2019,SYST-MOR-0006015,Malus hybrida,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H2,MOR-IMLS2019,SYST-MOR-0006016,Malus ioensis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A3,MOR-IMLS2019,SYST-MOR-0006017,Malus kansuensis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B3,MOR-IMLS2019,SYST-MOR-0006018,Malus kirghisorum,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C3,MOR-IMLS2019,SYST-MOR-0006019,Malus orientalis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D3,MOR-IMLS2019,SYST-MOR-0006020,Malus orthocarpa,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E3,MOR-IMLS2019,SYST-MOR-0006021,Malus pallasiana,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F3,MOR-IMLS2019,SYST-MOR-0006022,Malus prattii,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G3,MOR-IMLS2019,SYST-MOR-0006023,Malus prunifolia,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H3,MOR-IMLS2019,SYST-MOR-0006024,Malus pumila,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A4,MOR-IMLS2019,SYST-MOR-0006025,Malus rockii ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B4,MOR-IMLS2019,SYST-MOR-0006026,Malus sargentii ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C4,MOR-IMLS2019,SYST-MOR-0006027,Malus sieboldii,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D4,MOR-IMLS2019,SYST-MOR-0006028,Malus sieversii,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E4,MOR-IMLS2019,SYST-MOR-0006029,Malus sikkimensis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F4,MOR-IMLS2019,SYST-MOR-0006030,Malus spectabilis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G4,MOR-IMLS2019,SYST-MOR-0006031,Malus spontanea,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H4,MOR-IMLS2019,SYST-MOR-0006032,Malus sylvestris,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A5,MOR-IMLS2019,SYST-MOR-0006033,Malus toringo 'Fuji',,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B5,MOR-IMLS2019,SYST-MOR-0006034,Malus toringoides,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C5,MOR-IMLS2019,SYST-MOR-0006035,Malus transitoria,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D5,MOR-IMLS2019,SYST-MOR-0006036,Malus tschonoskii,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E5,MOR-IMLS2019,SYST-MOR-0006037,Malus yunnanensis var. veitchii,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F5,MOR-IMLS2019,SYST-MOR-0006038,Malus zhaojiaoensis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G5,MOR-IMLS2019,SYST-MOR-0006039,Tilia americana var. americana,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H5,MOR-IMLS2019,SYST-MOR-0006040,Tilia amurensis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A6,MOR-IMLS2019,SYST-MOR-0006042,Tilia chingiana,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B6,MOR-IMLS2019,SYST-MOR-0006043,Tilia cordata subsp. cordata,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C6,MOR-IMLS2019,SYST-MOR-0006044,Tilia dasystyla,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D6,MOR-IMLS2019,SYST-MOR-0006045,Tilia henryana,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E6,MOR-IMLS2019,SYST-MOR-0006046,Tilia japonica,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F6,MOR-IMLS2019,SYST-MOR-0006047,Tilia mandshurica,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G6,MOR-IMLS2019,SYST-MOR-0006048,Tilia maximowicziana,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H6,MOR-IMLS2019,SYST-MOR-0006049,Tilia miqueliana,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A7,MOR-IMLS2019,SYST-MOR-0006050,Tilia mongolica ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B7,MOR-IMLS2019,SYST-MOR-0006051,Tilia oliveri,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C7,MOR-IMLS2019,SYST-MOR-0006052,Tilia paucicostata ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D7,MOR-IMLS2019,SYST-MOR-0006053,Tilia platyphyllos subsp. platyphyllos,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E7,MOR-IMLS2019,SYST-MOR-0006054,Tilia tomentosa,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F7,MOR-IMLS2019,SYST-MOR-0006055,Tilia tuan var. tuan,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G7,MOR-IMLS2019,SYST-MOR-0006056,Sterculia apetala,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H7,MOR-IMLS2019,SYST-MOR-0006057,Quercus glauca,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A8,MOR-IMLS2019,SYST-MOR-0006058,Sorbus alnifolia ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B8,MOR-IMLS2019,SYST-MOR-0006059,Quercus infectoria subsp. Veneris,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C8,MOR-IMLS2019,SYST-MOR-0006062,Ulmus glaucescens ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D8,MOR-IMLS2019,SYST-MOR-0006063,Malus baccata var. gracilis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E8,MOR-IMLS2019,SYST-MOR-0006064,Malus baccata var. jackii ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F8,MOR-IMLS2019,SYST-MOR-0006065,Malus prunifolia var. rinki,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G8,MOR-IMLS2019,SYST-MOR-0006066,Malus sieboldii var. arborescens,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H8,MOR-IMLS2019,SYST-MOR-0006067,Malus yunnanensis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A9,MOR-IMLS2019,SYST-MOR-0006068,Quercus aliena var. acutiserrata ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B9,MOR-IMLS2019,SYST-MOR-0006069,Tilia americana var. caroliniana,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C9,MOR-IMLS2019,SYST-MOR-0006070,Tilia americana var. heterophylla,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D9,MOR-IMLS2019,SYST-MOR-0006141,Tilia dasystyla subsp. caucasica,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E9,MOR-IMLS2019,SYST-MOR-0006072,Tilia dasystyla subsp. multiflora,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F9,MOR-IMLS2019,SYST-MOR-0006142,Tilia paucicostata subsp. Dictyoneura,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G9,MOR-IMLS2019,SYST-MOR-0006074,Tilia platyphyllos ssp. cordifolia,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H9,MOR-IMLS2019,SYST-MOR-0006075,Tilia platyphyllos ssp. pseudorubra,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A10,MOR-IMLS2019,SYST-MOR-0006076,Tilia platyphyllos subsp. Corinthiaca,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B10,MOR-IMLS2019,SYST-MOR-0006077,Tilia cordata subsp. sibirica,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C10,MOR-IMLS2019,SYST-MOR-0006078,Ulmus pumila var. arborea,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D10,MOR-IMLS2019,SYST-MOR-0006080,Aesculus parviflora,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E10,MOR-IMLS2019,SYST-MOR-0006082,Cotoneaster horizontalis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F10,MOR-IMLS2019,SYST-MOR-0006083,Dipteronia sinensis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G10,MOR-IMLS2019,SYST-MOR-0006084,Dombeya wallichii,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,H10,MOR-IMLS2019,SYST-MOR-0006085,Hibiscus syriacus ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A11,MOR-IMLS2019,SYST-MOR-0006087,Napaea dioica,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B11,MOR-IMLS2019,SYST-MOR-0006088,Pyrus betulaefolia,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C11,MOR-IMLS2019,SYST-MOR-0006122,Quercus × filialis,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D11,MOR-IMLS2019,SYST-MOR-0006123,Quercus × sternbergii,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E11,MOR-IMLS2019,SYST-MOR-0006124,Tilia × euchlora,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F11,MOR-IMLS2019,SYST-MOR-0006125,Tilia × europaea ,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G11,MOR-IMLS2019,SYST-MOR-0006126,Tilia × flaccida,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G12,MOR-IMLS2019,SYST-MOR-0006129,Malus × micromalus,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,A12,MOR-IMLS2019,OAK-MOR-294,Quercus x leana (speedvac A),,,,,,,,,,,,,,,,,,,,,,
sent,11,13,B12,MOR-IMLS2019,OAK-MOR-297,Quercus x comptoniae,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,C12,MOR-IMLS2019,OAK-MOR-298,Quercus x heterophylla,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,D12,MOR-IMLS2019,SYST-MOR-0006143,Iliamna remota,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,E12,MOR-IMLS2019,SYST-MOR-0006144,Aronia prunifolia,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,F12,MOR-IMLS2019,SYST-MOR-0006146,Quercus invaginata,,,,,,,,,,,,,,,,,,,,,,
sent,11,13,G12,MOR-IMLS2019,SYST-MOR-0006079,Tilia chinensis  (speedvac multiple tube A's),,,,,,,,,,,,,,,,,,,,,,
xxxxxxxxxxxxxxxxxxxx,11,13,H12,BLANK,BLANK,XXXXXXXXXXXXXXXXXXLEAVEBLANKFORQUALITYCONTROLXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,A1,MOR-IMLS2019,SYST-MOR-0006229,Tilia callidonta,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,B1,MOR-IMLS2019,SYST-MOR-0006230,Tilia concinna,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,C1,MOR-IMLS2019,SYST-MOR-0006231,Tilia endochrysea,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,D1,MOR-IMLS2019,SYST-MOR-0006233,Tilia nobilis,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,E1,MOR-IMLS2019,SYST-MOR-0006360,Tilia kiusiana,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,F1,MOR-IMLS2019,SYST-MOR-0006363,Tilia amurensis ssp. taquetii,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,G1,MOR-IMLS2019,SYST-MOR-0006362,Quercus liaotungensis,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,H1,MOR-IMLS2019,SYST-MOR-0006235,Quercus hypoxantha,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,A2,MOR-IMLS2019,SYST-MOR-0006236,Quercus rysophylla,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,B2,MOR-IMLS2019,SYST-MOR-0006366,Quercus mongolica var. grosseserrata,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,C2,MOR-IMLS2019,SYST-MOR-0006351,Ulmus macrocarpa,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,D2,MOR-IMLS2019,SYST-MOR-0006352,Zelkova schneideriana,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,E2,MOR-IMLS2019,SYST-MOR-0006353,Zelkova sinica,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,F2,MOR-IMLS2019,SYST-MOR-0006354,Zelkova carpinifolia,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,G2,MOR-IMLS2019,SYST-MOR-0006355,Ulmus sp. ,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,H2,MOR-IMLS2019,SYST-MOR-0006361,Ulmus pumila var. arborea,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,A3,MOR-IMLS2019,SYST-MOR-0006356,Malus doumeri,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,B3,MOR-IMLS2019,SYST-MOR-0006358,Malus ombrophila,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,C3,MOR-IMLS2019,SYST-MOR-0006359,Malus trilobata,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,D3,MOR-IMLS2019,SYST-MOR-0006364,Malus turkmenorum,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,E3,MOR-IMLS2019,SYST-MOR-0006390,Quercus shumardii var. schneckii,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,F3,MOR-IMLS2019,SYST-MOR-0006148,Tilia × zamoyskiana,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,G3,MOR-IMLS2019,SYST-MOR-0006149,Tilia americana 'Moltkei' ,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,H3,MOR-IMLS2019,SYST-MOR-0006150,Tilia americana 'Redmond',,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,A4,MOR-IMLS2019,SYST-MOR-0006368,Quercus x megaleia,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,B4,MOR-IMLS2019,SYST-MOR-0006369,Quercus x rehderi,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,C4,MOR-IMLS2019,SYST-MOR-0006357,Malus fusca ,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,D4,MOR-IMLS2019,SYST-MOR-0006238,Tilia dasystyla,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,E4,MOR-IMLS2019,SYST-MOR-0006239,Tilia heterophylla,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,F4,MOR-IMLS2019,SYST-MOR-0006240,Malus spontanea,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,G4,MOR-IMLS2019,SYST-MOR-0006151,Malus × adstringens ,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,H4,MOR-IMLS2019,SYST-MOR-0006370,Malus x atrosanguinea,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,A5,MOR-IMLS2019,SYST-MOR-0006371,Malus x arnoldiana,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,B5,MOR-IMLS2019,SYST-MOR-0006372,Malus x dawsoniana,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,C5,MOR-IMLS2019,SYST-MOR-0006373,Malus x magdeburgensis,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,D5,MOR-IMLS2019,SYST-MOR-0006152,Malus × heterophylla ,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,E5,MOR-IMLS2019,SYST-MOR-0006374,Malus x purpurea,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,F5,MOR-IMLS2019,SYST-MOR-0006375,Malus x robusta,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,G5,MOR-IMLS2019,SYST-MOR-0006376,Malus x scheideckeri 'Red Jade',,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,H5,MOR-IMLS2019,SYST-MOR-0006147,Malus × zumi ,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,A6,MOR-IMLS2019,SYST-MOR-0006206,Malus baccata,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,B6,MOR-IMLS2019,SYST-MOR-0006377,Malus coronaria,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,C6,MOR-IMLS2019,SYST-MOR-0006400,Malus domestica 'Rhode Island Greening',,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,D6,MOR-IMLS2019,SYST-MOR-0006389,Malus halliana ,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,E6,MOR-IMLS2019,SYST-MOR-0006401,Malus hupehensis ,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,F6,MOR-IMLS2019,SYST-MOR-0006378,Malus mandshurica,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,G6,MOR-IMLS2019,SYST-MOR-0006402,Malus sieversii,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,H6,MOR-IMLS2019,SYST-MOR-0006403,Malus yunnanensis var. veitchii,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,A7,MOR-IMLS2019,SYST-MOR-0006379,Tilia americana var. heterophylla 'Continental Appeal',,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,B7,MOR-IMLS2019,SYST-MOR-0006381,Tilia cordata,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,C7,MOR-IMLS2019,SYST-MOR-0006382,Tilia maximowicziana,,,,,,,,,,,,,,,,,,,,,,
sent off,12,14,D7,MOR-IMLS2019,SYST-MOR-0006383,Tilia paucicostata,,,,,,,,,,,,,,,,,,,,,,
